defid	word	variant	label_index	definition
8084432	knauks	 knocks	10	"Knauks - An extremely posh English way of saying ""Knocks"" (e.g. Knockers) referring to a Woman's Tits/Boobs in other words."
8122551	rambam	 fucking	3	Another word for fucking, can only be used in sex context. Males and females can use the word
8157934	Halp	 help	8	Halp is the intentional misspelling of the word help. Halp is usually used as a trap in order to catch gay boys.
8196464	breadstick	 asshole	3	Another word for asshole
8209276	swurtle	 turtle	4	Cool way of saying turtle
8243416	rendel	 hot	4	Rendel- another word for hot, sexy.
8246748	Prolonged-Soon	 eventually	4	"Another word for ""eventually"""
8314234	Confuzzled	 confused	36	1 - A mix between confused and puzzled. Basically meaning you have no idea what's going on. 2 - A mix between confused and fuzz. Basically a more jokey way to say confused.
8348129	Rataj	 asshole	4	Different way of saying asshole in Czech language. It is basicly a slang term. It can also mean a complete no-lifer!
8348231	batootay	booty	13	Another word for booty or butt it's a fancy way of saying booty
8394274	conya	 shit	5	An Irish way of saying shit
8396856	Pron	 pron	34	"Misspelling of the word ""pron"". Appears when one writes too fast on a keyboard. Used also on forums to make staff believe you talk about something that isn't a pron, when in fact it is."
8401519	Kunsty	 artsy	8	The more cultured and alternative way of saying artsy without having to sound like a valley girl. Derivative of the German word Kunst. Typically used by young angsty teens in Berlin, then passed on to the hip community and now widely used by cynical hipsters and Young travelers. Often heard in world renowned museums or warehouse galleries.
8595857	lurffles	 love	12	"A more obscure, unique, and special way to say ""love"". Used only for the most special of people in your life. Not to be used lightly as the use of it can insight intense feelings and marriage proposals."
8602442	shite	 the	5	"A British/Irish way of saying the S word, or sh*t, is more of a ""censoring,"" kind of.It is becoming more common, as well.Pronunciation: Sh - ITE. (ITE example: KryptonITE)"
8834947	zomg	 omg	76	"1. a bloon in bloons td battles / bloons td 5 / bloons monkey city - appears on round 43 in bloons td battles, round 85/85 in bloons td 5, round 28/28 in bloons monkey city 2. a game in gaia online - zOMG! is an offbeat, browser based MMO from Gaia Online. 3. a better way of saying ""OMG"" - accidentally invented by people trying to write ""OMG"" but hit Z instead of Shift."
8935667	pless	 please	27	"Pless is another way of saying ""please"" but pronounced ple-ss. People mostly use it to be funny and a easy way to say ""please""."
9184940	tokie	 tokyo	5	A kawaii way of saying Tokyo
9434252	Doucheterstrudel	 douchebag	5	Noun; Another word for douchebag, or douche canoe.
9521443	LML	 lol	10	"The word LML is a thot ass way of saying lol. LML means""Laugh mad loud""It could also be used as""Love my life,"" which is an antonym of FML"
9609874	jynxed	 someone	5	A unique way of saying someone or something has bad luck.
9639424	hergerderburger	 shit	5	An other way of saying shit or fuck
9678791	fo	 for	13	Usually said by niggers, it is a short version of the word for, usually makes them feel they have a bigger chunk.
9784150	toshbia	 toshiba	7	"A common misspelling of the word ""Toshiba."" Usually comes from 14 year old gingers."
9919283	Yursh	 yes	15	A bullshit term made up by little girls, used in place of the word yes. P.s. if you see someone using this they are probably close to becoming a meme.
9944270	foof	 fart	12	When I was young a Foof was a politer way of saying Fart, usually used by children or by adults when speaking to children. By the way, I'm Welsh, so we would probably have spelled it Fwf :)
9953439	Kap	 kappa	7	"An abrieviated form of the word ""kappa"" meaning you're joking or just kidding."
10126863	Nundo	 none	40	"Essentially a variation of the word 'none' or 'nothing' used to describe a lack of something such as a feeling or a tangible object. In the correct context it can be used as a blend of ""none though"" (see second example sentence)."
10227310	Weedesboro	 swedesboro	5	A nother way of saying swedesboro
10360322	Kripparrian	 salty	26	The act of explaining how unlucky you were in a game (often in percentages with a calculator) It is a variation of the word salty
10495555	Cookie	 vagina	4	Another way of saying vagina or pussy. Commonly used in the porn industry.
10546152	inseminator	 penis	3	Another word for penis (tallywhacker, dick, dong, prick, cock, ding-a-ling, etc.)
10574159	Nut	 cumming	5	The ghetto way of saying cumming.
10586145	Triggered	 angry	27	The act in which an individual is angered or upset at a specific subject.It is usually used ironically. It is basically another word for the word angry but a more ironic way of saying it.
10608018	Corridor	 hallway	5	A stupid way of saying hallway
10664110	Heyo	 hello	4	another way of saying hello
10672287	Yepity	 yep	5	The Jerrica way of saying yep, more joyful and happier.
10742821	Bratchet	 gun	8	It's a true bloods way of saying gun
10816679	guh	 girl	3	another word for girl
10825789	Telac	 nincompoop	39	Insult that is contributed to a person with very small knowledge about life in general. It is also phrase for people that are very clumsy or awkward in social situations. Basically, telac is other word for nincompoop. Used in Croatian language.
10862226	welp	 well	5	the amazing way of saying well
10873909	Mistyester.	 dick	3	Another word for dick.
10874544	shmisses	 kisses	5	A cute way of saying kisses
10948389	Ger	 nigger	6	A low key way of saying nigger in public.
10952056	Obvi	 obvious	4	Slang for the word obvious
11104286	epyc	 epic	30	Epyc is a descriptor for something of remarkable high quality even among the highest quality works. It is most easily defined as being an intensified version of the word epic.
11162209	zilted	 exausted	3	another word for exausted or brain dead, usually said right after completing a tough exam
11236340	rectumfrier	 rectifier	6	"A salty way of saying ""rectifier"""
11390045	iggin	 ignoring	7	"Kodak Black's way of saying ""Ignoring"". It may not be a correct english word, but it is, in fact, a word."
11432144	Kun	 cunt	3	another word for cunt XD
11466756	plebo	 pleb	12	"See ""pleb"" definition Australian bogans pronunciation of the word ""pleb"". Part derogatory reference to native aboriginal people.Note: word must be said in Australian bogan accent"
11492832	Cherub	 cunt	53	Cherub, to be used as a secret replacement for the word cunt on social media. When one has friends, family and colleagues on the same social media platform/s as their closet friends, to whom cunt is used frequently as punctuation or as a term of endearment, you replace cunt with cherub as not to offend anyone, but those closest to you know exactly what you mean.
11523836	Cerk	 penis	3	Another word for Penis.
11591818	Gunket	 sperm	3	Another word for Sperm, Semen.
11612206	qwirkle	 hoe	20	A inside joke. It means: A sexual action, something dope, something sexy, Another word for hoe, and a board game made by MindWare.
11614635	Bushalaga	 bullshit	4	another way of saying bullshit ..
11687158	Fraser	 fukboi	30	The only guy in the workplace that hates making his mates coffees.. #1 player in town, treats them mean and keeps them keen! Also another word for fukboi.
11723406	Butthea	 butthead	10	"A sethu. Also an abbreviation of the word ""butthead"". Used by English speakers on the Indian subcontinent."
11736368	okayee	 okay	7	o-kay-ee The poetic/ formal way of saying okay.
11747940	wetarp	retard	3	Another word for retard so you don't offend anyone.!!
11763586	Bouncy	 cool	3	Another word for cool, lit, hype, referring to some good clean fun.
11769501	Sopheari	 disappointment	4	Another way to say disappointment or autistic child.
11780427	shazified	 excitement	13	A term to describe the Deletion of a person; Another word for Excitement or happiness when feeling the presence of Shazam the Young Buck in the Shaz Club.
11795387	phooney	 funnypronounced	5	"A cooler way to say funnyPronounced : ""F-oo-nee"""
11803707	bampp	 bam	6	"A joyful way of saying ""bam"".The release you feel in the end of the word and the amazing emotions that extension ""pp"" gives you when you say that word are priceless"
11826638	Gsh	 cringe	3	Another word for cringe
11847992	Cun	 cunt	8	Cun a abbreviation of the word cunt. Cunt a Derogatory or mean term for a woman
11847996	Cun	 cunt	8	Cun a abbreviation of the word cunt. Cunt a Derogatory or mean term for a woman
11860110	Fucj	 fuck	7	"A common misspelling of the word ""fuck"" albeit with a more dark side to it.Fucj dates back to ancient Celtic times and was a word said during orgies more primarily bloody violent orgies."
11983527	Lusting	 hoeing	22	When a guy or girl doesn't ask for love but asks for sexual activity over text. (Another word for hoeing)
12068256	Shuckydern	 shit	10	Shuckydern is when you are trying to say the word shit but you can't so instead your teacher tells you to just say shuckydern
12076772	snoozed	 bored	25	For ex:when u bored as fuck or if u at a blace that's just lame as hell soo basically another word for bored
12107129	Ture	 true	27	The correct form of the word true. True is a word our english oppressors forced upon us as colonists. Take back speech. Ture not True
12119963	Spaghet	 spaghetti	7	Spaghet is a short way of saying spaghetti
12124662	charlie	 cocaine	4	Just another word for cocaine to be honest
12127612	eskitit	 excited	5	A funny way of saying excited.
12186200	Schnoz	 nose	3	Another word for nose
12194604	Yaated	yeet	6	The future tense of the word yeet
12196906	polyship	 haremship	4	Another way of saying Haremship.
12197615	thiccth	 that	6	A dope ass way of saying that someones rear is thick
12238218	Vetti	 veteran	18	Vetti is a short form for the word veteran. It can be used in places instead of veteran for slang sentences.
12265971	Con	 sham	16	A Sexy LadThe equivalent of the word buere just for a boy. another word for sham. A Good Looking Lad.
12268837	Sahan	 electronic	8	A electric computer used by another word for electronic
12289011	wot	 wut	5	"another retarded way of saying wut or what, typically symbolizes ""what"" in the British accent."
12304277	savage	 burn	3	Another word for burn
12316045	Tupper	 tulpa	4	Shortening of the word tulpa, used mainly by the 4chan and tulpa.info communities.
12318894	Kampuj	 confused	4	Another way of saying confused
12349927	mcspliffin	 mvp	8	Too Good at something; another word for mvp
12372493	Starboy	 gay	39	Starboy is a (noun) originated by a member of the queen street bloods of Inglewood,Ca starboy is another word for gay ,homosexual and fruity being called a starboy can be used when doing something gay.
12382464	Quan	mom	17	"In the Southern part of Africa ""quan"" is used in place of the word ""mom""."
12384769	Unwet	 dry	5	Unwet is another word for dry. But better.
12391647	bubdee	 buddy	17	Something you would call another person if they are acting stupid or just another way to say buddy but in a way to make people laugh.Can be used as an insult or just something you call a friend
12435484	Elad	 faggot	3	Another word for faggot
12507106	melatonedog	 melatonin	5	A cool way to say melatonin. Usually a 10mg tablet.
12510832	Octocunt	 cunt	18	A more expressive way of saying cunt. Used more on people who have ascended beyond the normal cunt level. When called a dodecadipshit u can reply with Octocunt.
12537839	Jirol	 jiral	9	"A very childish and demeaning way of saying ""Jiral,"" a Korean slang word that means ""bullshit."" It seems like some kid created it in January of this year."
12583333	Bret	 bro	7	"How real hoodlums say the word ""bro"" in Spartanburg SC."
12612285	Cat	 pussy	8	Another word for pussy. Hiding the word pussy
12621322	Micreotic	 stupid	5	A nice way of saying stupid, crazy, or unethical.
12644790	Shtuff	 stuff	6	"I different way of saying ""stuff"""
12670352	Shoite	 shite	12	A more British, more countryside, better version of the word shite and feels great saying it.
12697736	balulu	 bitch	3	Another word for bitch jk idk ;)
12715647	neggir	 nigger	7	"a sort of way of saying ""nigger"" but in a trying-not-to-offend-someone way"
12724216	Fubbernuck	 fuck	23	"Another way of saying ""fuck"". You can use this word when bitchy teachers are around, or simply whenever the fuck you feel like it!"
12724596	munty	 money	5	"Another way of saying ""money"""
12732075	Rearry	 really	3	Another word for really... Only cool kids use this word to make people fell stupidThis is contagious and other people will start to say it
12772214	Ablau	 ablau	88	"The word like many words come from a misspelled word 'alabu'. Alabu is a short cute version of ""I Love You"". The word became popular after its use by an unknown beautiful traveller, UCL Engineer and former London resident for her lover. She was doing long distance for majority of the relationship hence the word ablau was used to symbolise that miscommunication comes with distance but love is the end result.With time there became many uses of the word ablau. Ablau started being used as a question and became a short version of asking ""do you love me?"".The word with time also became popular for it's use as a nickname to refer to someone you love."
12772581	ablau	 ablau	88	"The word like many words come from a misspelled word 'alabu'. Alabu is a short cute version of ""I Love You"". The word became popular after its use by an unknown beautiful traveller, UCL Engineer and former London resident for her lover. She was doing long distance for majority of the relationship hence the word ablau was used to symbolise that miscommunication comes with distance but love is the end result.With time there became many uses of the word ablau. Ablau started being used as a question and became a short version of asking ""do you love me?"".The word with time also became popular for it's use as a nickname to refer to someone you love."
12801714	dunk	 drunk	12	"Being so drunk that you can't properly say the word ""drunk""."
12862491	Yellur	 yellow	14	"Yellur is the hillbilly (someone from the south) way of saying ""yellow"""
12865549	azy	 nigger	7	when you can't say the word nigger :hehe:
12875464	iutub	 youtube	20	"slang among spanish speakers for ""youtube."" can be used as a sarcastic or joking way to say youtube."
12887768	Pogger	 nigger	3	Another word for Nigger
12897950	indubdiously	 certainly	5	"A different way of saying certainly or of course, however, it is funnier and makes you look smarter. The word's origin is unclear, however, it is speculated it started in the comedic movie ""seven days in hell"". After its appearance in this movie, the word supposedly gained popularity in East China, to finally spread worldwide."
12915133	Dick	 balls	3	Another word for balls or penis. Stick it in a vagina to make girls moan your name.
12924388	YEET	 yes	19	What over-excited people say when they throw something at a relatively high speed. Its also another word for yes.
