defid,word,definition
382605,O-Line,a line in a configuration file that gives a user oper privileges.
2979363,o-laid,"the act of getting ""laid"", especially in a spanish speaking country. derived from the term ""ole!"" only as a sexual term."
2995114,O-Ke-Doke,"What one has ""fallen for"", if one has been ""played"""
820263,o-K-K-Kaaay,used as a sign for you and your doggies to get buck. also has comedic repurcussions. variation is a-K-K-Kaaay
6099434,OMJ,Oh my Jah! In reference to the Jah Rastafari movement.
6268444,omj,"Oh Michael Jordan. According to my wife and kids; Michael says it because he doesn't like using the lords name in vain, so instead, the next best thing."
2944182,OMJ,"OMJ Jonas Brothers Fans invented this awesome word meaning ""Oh My Jonas"" People who aren't fans of the Jonas Brothers or are just clueless often mistake it for ""Oh My Jesus"""
2884817,OMJ,"text version of the phrase 'Oh My Jon'. Used within the Fueled by Ramen fanbase as an exlamation to anything shocking or exciting. Was named after Jon Walker, bass player for the band Panic at the Disco."
3229968,OMJ,"OMJ - Acronym for ""Oh My Jonas!"", used by fans of the Jonas Brothers. Taken from the internet term OMG. Note how ""Jonas"" has replaced ""God"" - the Jonas Brothers are a pop/rock icon that millions of girls everywhere worship."
2757834,OMJ,"accually, in a lot of forums, OMJ stands for ""Oh my Jonas!"". based from the hit teen sensation ""the jonas brothers"""
382612,O-Line,A line in a configuration file that specifies oper privileges.
2812277,O Line,"When your largest (er...widest) friends hang out together. Most often used when the group of wide friends walks down the street and deters foot traffic, like linebackers. Also useful because you get to make the ""O"" face like Office Space. Oh. Ohhhh."
3553559,Oline,"Oline describes a near-spherical shape which is spherical enough not to be ovoid, but not spherical enough to be truly spherical. It is the shape of an olive."
1018439,O-Ke-Doke,The best damn cheese popcorn in the world
122894,O-Jule,Short for Orange Julius. The orange smoothie found in most malls.
5789404,O-jorts,"Overalls that have had the legs cut off, thus making a pair of overall shorts. See jorts for more information."
6232542,O-Jizzle,"An urban slang style word for orange juice, also known as OJ."
4678804,O-Jag,"n. A mixture of Orange Juice and Jagermeister, also referred to as ""mud"" for its brownish appearance"
114166,o0o,used insted of oooh
126269,o0nX,"The most elite, of the elitest..."
6313442,o/w,otherwise
1905151,o0o,"Computer shorthand for a dick, signified by two balls and one shaft. Most commonly used by asians."
1586752,o0o,"Mexican MSN users use ""o0o"" as kinda giving you the finger"
115266,o0o,"A symbol for a hug, or in this case, three hugs, one slightly larger than the other two."
175080,o0o,that gay thing casey puts for a answer for ooooh
12547708,o/p,Slang for outta pocket
5761535,o/o\o,Emoticon representing an eiffel tower
3262963,O/T,Used on forums to show if a thread is off topic (O/T) from the forums main theme.
3586249,o/l,on line
5133016,O/km,Orgasms per kilometre (O/km) is the rate at which one orgasms because of driving a fantastic vehicle.
643502,O/H,"Overheads, fixed costs. The costs a business will incur regardless of output."
1292454,o/c,"1. Netspeak for ""of course"" 2. Shorthand for ""obsessive compulsive""."
1998760,o/_\o,This is an Itachi smiley. Itachi is a charakter of anime and manga Naruto. Mostly used by Naruto fans.
5982709,O/T,"Acronym for ""Orange Testicle"". Mentioned on the Propellerhead forum as possible name for a new software synth. A sack of fun!"
1645455,o/\o,ASCII representation of a high-five.
7297245,o//o,"A face, similar to ^//^ and/or >//< . The o//o is a blushing face, however the eyes are open in shock or disbelief. This is not usually used as a positive way of blushing, such as ^//^ would be. o//o is usually used when someone is embarrassed or surprised."
1697399,o////o,"An emoticon used to indicate the person is blushing, embarassed, etc."
7864392,o/-<>-/o,This is the common symbol among lesbis or bi chicks to represent two lesbians about to do scissoring. Also referred to as tribadism or tribbing. It is a real thing.
3018887,o/*\o,"High five! o/*\o Yes, high five indeed."
2997295,o/,The best way to say hello.
3637075,Oak,"Person, male or female. Common South African slang."
3285893,o/,Raise your hand up
1231695,o/,high five. appropriate response is \o
6593414,o/,A waving hand smiley.Commonly used on habbo as a code to wave your hand in the air..
11323553,Ø/,A sign for a dab . Derives from o/ shows a person's head with an arm in front (Ø) and a outwards facing arm (/)
1664398,o/,"The 1 hand version of ""\o/"" (a puppet with arms in above the head, shouting 'hurray'), resembles nazi right arm greeting used in ww2."
1765320,Oak,The same thing as Wood-Grain. It is the wood grip that adorns the steering wheels of many expensive cars.
2174433,Oak,"an alternate name for the every-man-for-himself basketball game called 21. This name is used interchangably with ""21"" in parts of New York and New Jersey."
5840162,Oak,A random guy in a lab coat who captures animals and gives them to people he barely knows for free while teaching them the means used to capture more.
6709823,oaks,"stupid, fail, opposite of swag. started on facebook by a kid named sean. there is no remembrance of why or how, but it is used frequently as an insult among the teenagers in a town in south jersey, where it originated."
4694833,Oaks,"Origin- the Oakland A's (a Decent, mediocre, or Okay Baseball team)If something is okay, or a girl is okay looking, she would be Oakland A's or in short, Oaks.You can stress how Oaks a person is by adding Ser (short for serious)."
2645840,Oak,Australians have long enjoyed the deliciously creamy taste of OAK flavoured milk because OAK is like a traditional and authentic milkshake - the way a flavoured milk should be!
3727703,oairthgl,the sound it makes when you stab someone.
4934734,oaihaof,"A word that one may type to another via the internet, which is simply used to confuse the other person into thinking this word exists."
4494689,Oaight,"Yeah right, sarcasm"
6291439,Oahum,A moaning sign when a girl is wet for a guy
10488715,Oahu,"Oh-wah-hoo An Island in Hawaii full of Japanese tourists and people with 1 billion races. With Honolulu as its capital. Locals hate white people, even though the leaders are either Asian or white."
5066827,oahd,Oahd. The opposite of nbd or no big deal. Oahd stands for Only a Huge deal. because some situations are just to good to be nbd.Example: Kristy arent you excited! its OAHD!!!
4303750,Oah,"Oah is an expression commonly used when responding to a comment which results in utter shock or amazement, or if the comment is simply stupid. Often used with both a question mark and an exclamation point, oah is said as a mixture of what and oh."
8419484,oagf,Overly Attached GirlFriend - Usually refers to the meme.
12774880,Oager,A big green stinking beast
3017734,O///o,1)a face of embarrasment with a pinch ok wtf in it 2)omg 3) a way to blush *blush* 4) a way of an embarrased wow (example larry:omg wow....O///o)
6780640,OAG,"Abbreviation for ""overly attached girlfriend."""
871396,oafy,"adjective, muscular or Fat, Chubby, Big in Size"
5754963,Oafus,"Someone who is acting like an oaf and a dofus. They are slightly crazy, clumsy, and have an odd perception of reality. They tend to tackle short people in the snow while bombing the streets of the city."
2832378,oaft,"When a feeling of unbelievableness overcomes you and no words come to mind, simply say 'oaft'"
5525381,oafspring,The offspring of a person who looks like an oaf.
5690764,O///O,emoticon used when you are embarassed
6685790,O.A.G.,Overly attached girlfriend
6393389,oag,"""oag"" is an austrian or rather viennese term that is used to acknowledge something while indicating that you are surprised/disturbed/curious about it.it is a slang version of the german term ""arg"" but germans usually don't use it for the purpose mentioned above and illustrated in the example below."
